Company Name,Industry,Metro Area,Million/Billion,State,% Growth,Rank,Revenue
Precision Painting & Decorating,Construction,Chicago,Million,Illinois,0.64,"4,240",3
IMEG,Travel & Hospitality,"Sevierville, TN",Million,Tennessee,0.64,"4,241",4
"inMotion Brand Strategies, Powered by Proforma",Advertising & Marketing,Boston,Million,Massachusetts,0.64,"4,242",2
Premier Mushrooms,Food & Beverage,,Million,California,0.64,"4,243",30
Masergy Communications,IT Services,Dallas,Million,Texas,0.64,"4,244",254
Alltrust Insurance,Insurance,Tampa,Million,Florida,0.64,"4,245",8
RPC,Human Resources,Dallas,Million,Texas,0.64,"4,246",15
Segue Technologies,IT Services,"Washington, DC",Million,Virginia,0.64,"4,247",20
GroupOne Health Source,Health,"Jefferson City, MO",Million,Missouri,0.64,"4,248",18
HazTek,Business Products & Services,Philadelphia,Million,New Jersey,0.64,"4,249",17
Independent Financial Group,Financial Services,San Diego,Million,California,0.64,"4,250",124
United Advisors,Financial Services,Chicago,Million,Illinois,0.64,"4,251",4
Sunsight Instruments,Telecommunications,"Orlando, FL",Million,Florida,0.64,"4,252",4
Thunder Tech,Advertising & Marketing,Cleveland,Million,Ohio,0.64,"4,253",5
Business Solution Partners,IT Services,New York City,Million,New York,0.64,"4,254",3
SAC,Engineering,"Burlington-South Burlington, VT",Million,Vermont,0.63,"4,255",9
Advanced Technology Consulting,Telecommunications,Cincinnati,Million,Ohio,0.63,"4,256",2
United Shore,Financial Services,Detroit,Million,Michigan,0.63,"4,257",510
Advantage Payroll Services,Human Resources,New York City,Million,New York,0.63,"4,258",10
Rustic Crust and American Flatbread,Food & Beverage,Boston,Million,New Hampshire,0.63,"4,259",19
Technossus,Software,Los Angeles,Million,California,0.63,"4,260",8
Key Safety Systems,Manufacturing,Detroit,Billion,Michigan,0.63,"4,261",
Edifecs,Health,Seattle,Million,Washington,0.63,"4,262",85
CME Associates,Engineering,"Worcester, MA-CT",Million,Connecticut,0.63,"4,263",8
Seattle Coffee Gear,Retail,Seattle,Million,Washington,0.63,"4,264",17
Rosnet,Food & Beverage,"Kansas City, MO-KS",Million,Missouri,0.63,"4,265",6
Renaissance Electronic Services,Software,"Indianapolis, IN",Million,Indiana,0.63,"4,266",31
Builder Homesite,Advertising & Marketing,Austin,Million,Texas,0.63,"4,267",48
TeraThink,IT Services,"Washington, DC",Million,Virginia,0.63,"4,268",49
Simplicity Laser,Consumer Products & Services,"Provo-Orem, UT",Million,Utah,0.63,"4,269",7
MTS Healthcare,Health,Los Angeles,Million,California,0.63,"4,270",6
eSquared Communication Consulting,Telecommunications,Phoenix,Million,Arizona,0.63,"4,271",10
Prime Technological Services,Manufacturing,Atlanta,Million,Georgia,0.63,"4,272",35
Burwood Group,IT Services,Chicago,Million,Illinois,0.63,"4,273",99
Massage Heights,Consumer Products & Services,"San Antonio-New Braunfels, TX",Million,Texas,0.63,"4,274",88
GPS Industries,Telecommunications,"North Port-Sarasota-Bradenton, FL",Million,Florida,0.63,"4,275",28
My IT,IT Services,"New Orleans-Metairie, LA",Million,Louisiana,0.63,"4,276",4
AmeriFirst Home Mortgage,Financial Services,"Kalamazoo-Portage, MI",Million,Michigan,0.63,"4,277",70
Maxim Management Group,Health,Dallas,Million,Texas,0.63,"4,278",14
Lexicon Consulting,Government Services,San Diego,Million,California,0.63,"4,279",17
Abby's Aircraft Catering Service,Food & Beverage,Houston,Million,Texas,0.63,"4,280",5
Killer Infographics,Advertising & Marketing,Seattle,Million,Washington,0.63,"4,281",2
Weld Power Service Company,Energy,"Worcester, MA-CT",Million,Massachusetts,0.63,"4,282",5
Method Technologies,IT Services,Los Angeles,Million,California,0.63,"4,283",3
The Premier Group,Human Resources,Denver,Million,Colorado,0.63,"4,284",19
ProShots Indoor Range,Retail,"Winston-Salem, NC",Million,North Carolina,0.63,"4,285",2
ACS,Telecommunications,Los Angeles,Million,California,0.63,"4,286",3
Sundance Healthcare,Health,Dallas,Million,Texas,0.63,"4,287",25
Image Business Interiors,Business Products & Services,"Virginia Beach-Norfolk-Newport News, VA-NC",Million,Virginia,0.63,"4,288",9
Affirma Consulting,Business Products & Services,Seattle,Million,Washington,0.63,"4,289",17
Monster Transmission & Performance,Manufacturing,"Homosassa Springs, FL",Million,Florida,0.63,"4,290",7
Myotcstore.com,Retail,New York City,Million,New York,0.63,"4,291",51
Cassaday & Company,Financial Services,"Washington, DC",Million,Virginia,0.63,"4,292",12
WunderLand Group,Business Products & Services,Chicago,Million,Illinois,0.63,"4,293",18
Prosek Partners,Advertising & Marketing,New York City,Million,New York,0.63,"4,294",24
IMCORP,Engineering,"Hartford-West Hartford-East Hartford, CT",Million,Connecticut,0.63,"4,295",21
HR Works,Human Resources,"Rochester, NY",Million,New York,0.63,"4,296",7
Beech Medical Group,Health,Phoenix,Million,Arizona,0.63,"4,297",6
Altamarea Group,Food & Beverage,New York City,Million,New York,0.63,"4,298",66
Society Awards,Consumer Products & Services,New York City,Million,New York,0.62,"4,299",5
Pedigree Technologies,Software,"Fargo, ND-MN",Million,North Dakota,0.62,"4,300",9
Level One Bank,Financial Services,Detroit,Million,Michigan,0.62,"4,301",45
Tekk Fusion,IT Services,"Orlando, FL",Million,Florida,0.62,"4,302",3
Achieve,Business Products & Services,Miami,Million,Florida,0.62,"4,303",4
Proforma ASAP,Business Products & Services,Cleveland,Million,Ohio,0.62,"4,304",15
Private Bank of Buckhead,Financial Services,Atlanta,Million,Georgia,0.62,"4,305",20
Quantum Vision,IT Services,"Washington, DC",Million,Maryland,0.62,"4,306",6
HealthLink Dimensions,Business Products & Services,Atlanta,Million,Georgia,0.62,"4,307",5
ICE,Business Products & Services,San Diego,Million,California,0.62,"4,308",6
EDG,Engineering,New York City,Million,New York,0.62,"4,309",3
Oakworth Capital Bank,Financial Services,"Birmingham-Hoover, AL",Million,Alabama,0.62,"4,310",15
IT Authorities,IT Services,Tampa,Million,Florida,0.62,"4,311",9
Tully Rinckey,Consumer Products & Services,"Albany-Schenectady-Troy, NY",Million,New York,0.62,"4,312",14
Mediassociates,Advertising & Marketing,"Bridgeport-Stamford-Norwalk, CT",Million,Connecticut,0.62,"4,313",9
MCT TRADING,Business Products & Services,San Diego,Million,California,0.62,"4,314",11
KW Cages,Manufacturing,San Diego,Million,California,0.62,"4,315",2
Four Hands,Consumer Products & Services,Austin,Million,Texas,0.62,"4,316",115
ActivEngage,Software,"Orlando, FL",Million,Florida,0.62,"4,317",10
ServerLIFT,Manufacturing,Phoenix,Million,Arizona,0.62,"4,318",8
GreenGeeks,IT Services,Los Angeles,Million,California,0.62,"4,319",4
Alert Tech,Retail,Houston,Million,Texas,0.62,"4,320",5
M&S Technologies,IT Services,Dallas,Million,Texas,0.62,"4,321",44
PAN Communications,Advertising & Marketing,Boston,Million,Massachusetts,0.62,"4,322",13
GeBBS Healthcare Solutions,Health,Los Angeles,Million,California,0.62,"4,323",30
HNI,Insurance,"Milwaukee-Waukesha-West Allis, WI",Million,Wisconsin,0.62,"4,324",28
Marketing Mojo,Advertising & Marketing,"Charlottesville, VA",Million,Virginia,0.61,"4,325",3
Total Quality Logistics,Logistics & Transportation,Cincinnati,Billion,Ohio,0.61,"4,326",
Bandwave Systems,Telecommunications,Philadelphia,Million,New Jersey,0.61,"4,327",4
"Mack Packaging, Powered by Proforma",Business Products & Services,San Diego,Million,California,0.61,"4,328",3
San Bernardo Ice Cream,Food & Beverage,Miami,Million,Florida,0.61,"4,329",10
SpearMC Consulting,IT Services,San Francisco,Million,California,0.61,"4,330",9
NEUTECH Packaging Systems,Business Products & Services,"Lexington-Fayette, KY",Million,Kentucky,0.61,"4,331",5
180 recruiting + consulting,Engineering,Chicago,Million,Illinois,0.61,"4,332",3
iNDIGO Health Partners,Health,"Traverse City, MI",Million,Michigan,0.61,"4,333",39
The Flame Broiler,Food & Beverage,Los Angeles,Million,California,0.61,"4,334",98
MEA|NEA,Health,Atlanta,Million,Georgia,0.61,"4,335",16
M.S. Signs,Manufacturing,New York City,Million,New Jersey,0.61,"4,336",7
Berrett Pest Control,Consumer Products & Services,Dallas,Million,Texas,0.61,"4,337",7
All4,Environmental Services,Philadelphia,Million,Pennsylvania,0.61,"4,338",8
GHA Technologies,IT Services,Phoenix,Million,Arizona,0.61,"4,339",139
Max Borges Agency,Advertising & Marketing,Miami,Million,Florida,0.61,"4,340",12
Teles Properties,Real Estate,Los Angeles,Million,California,0.61,"4,341",62
KAVI Software,Software,Atlanta,Million,Georgia,0.61,"4,342",3
Achieve3000,Education,New York City,Million,New Jersey,0.61,"4,343",77
Domain Computer Services,IT Services,New York City,Million,New Jersey,0.61,"4,344",5
GCOM Software,IT Services,"Albany-Schenectady-Troy, NY",Million,New York,0.61,"4,345",61
iD Additives,Manufacturing,Chicago,Million,Illinois,0.61,"4,346",6
DSYS,IT Services,Atlanta,Million,Georgia,0.6,"4,347",4
Westcor Land Title Insurance Company,Insurance,"Orlando, FL",Million,Florida,0.6,"4,348",392
Carenet Healthcare Services,Health,"San Antonio-New Braunfels, TX",Million,Texas,0.6,"4,349",48
Netpace,IT Services,San Francisco,Million,California,0.6,"4,350",18
Research Square,Education,"Durham-Chapel Hill, NC",Million,North Carolina,0.6,"4,351",22
Paragus Strategic IT,IT Services,"Springfield, MA",Million,Massachusetts,0.6,"4,352",5
DCINY,Media,New York City,Million,New York,0.6,"4,353",5
AdsNext,Advertising & Marketing,Baltimore,Million,Maryland,0.6,"4,354",3
Streamline Publishing,Media,Miami,Million,Florida,0.6,"4,355",5
InVision Communications,Business Products & Services,San Francisco,Million,California,0.6,"4,356",66
Industrial Strength Marketing,Advertising & Marketing,Nashville,Million,Tennessee,0.6,"4,357",3
ImageSoft,Business Products & Services,Detroit,Million,Michigan,0.6,"4,358",22
Dito,IT Services,"Washington, DC",Million,Virginia,0.6,"4,359",7
Cipher Tech Solutions,Government Services,New York City,Million,New York,0.6,"4,360",4
Modera Wealth Management,Financial Services,New York City,Million,New Jersey,0.6,"4,361",13
Pediatric Therapy,Education,"Boulder, CO",Million,Colorado,0.6,"4,362",24
Jackson Design and Remodeling,Construction,San Diego,Million,California,0.6,"4,363",14
Creative Lodging Solutions,Travel & Hospitality,"Lexington-Fayette, KY",Million,Kentucky,0.6,"4,364",137
GMS INC.,Construction,Atlanta,Billion,Georgia,0.6,"4,365",
CivicPlus,Government Services,"Manhattan, KS",Million,Kansas,0.6,"4,366",21
Bean Group,Real Estate,Boston,Million,New Hampshire,0.6,"4,367",23
Trowbridge & Trowbridge,Government Services,"Washington, DC",Million,Virginia,0.6,"4,368",42
MyEmployees,Human Resources,"Wilmington, NC",Million,North Carolina,0.6,"4,369",11
Roberts Heating Air conditioning & Refrigeration,Construction,"Louisville/Jefferson County, KY-IN",Million,Indiana,0.6,"4,370",4
SEKO Logistics,Logistics & Transportation,Chicago,Million,Illinois,0.6,"4,371",528
Triton Pacific Capital Partners,Financial Services,Los Angeles,Million,California,0.6,"4,372",306
Alpha Card Services,Financial Services,Philadelphia,Million,Pennsylvania,0.6,"4,373",26
American Business Solutions,IT Services,"Columbus, OH",Million,Ohio,0.6,"4,374",17
Trans-Expedite,Logistics & Transportation,"El Paso, TX",Million,Texas,0.6,"4,375",64
Kyyba,IT Services,Detroit,Million,Michigan,0.6,"4,376",39
JeffreyM Consulting,Business Products & Services,Seattle,Million,Washington,0.6,"4,377",20
AXIA Consulting,IT Services,"Columbus, OH",Million,Ohio,0.6,"4,378",24
interRel Consulting,Business Products & Services,Dallas,Million,Texas,0.6,"4,379",14
Telogis,Software,Los Angeles,Million,California,0.6,"4,380",111
Greycell Labs,Software,New York City,Million,New Jersey,0.6,"4,381",4
Stream Companies,Advertising & Marketing,Philadelphia,Million,Pennsylvania,0.6,"4,382",42
Quarry Services,Manufacturing,Atlanta,Million,Georgia,0.6,"4,383",7
ThomasARTS,Advertising & Marketing,"Ogden-Clearfield, UT",Million,Utah,0.6,"4,384",20
LTI Trucking Services,Logistics & Transportation,"St. Louis, MO-IL",Million,Missouri,0.6,"4,385",55
Million Dollar Baby,Consumer Products & Services,Los Angeles,Million,California,0.6,"4,386",54
Accurate Biometrics,Business Products & Services,Chicago,Million,Illinois,0.6,"4,387",10
Sability,Human Resources,Atlanta,Million,Georgia,0.59,"4,388",7
Intelliswift Software,IT Services,San Francisco,Million,California,0.59,"4,389",62
Plastek Cards,Manufacturing,Los Angeles,Million,California,0.59,"4,390",7
Best Electronics USA,Consumer Products & Services,New York City,Million,New Jersey,0.59,"4,391",74
Cox Manufacturing Company,Manufacturing,"San Antonio-New Braunfels, TX",Million,Texas,0.59,"4,392",18
Three Brothers Bakery,Food & Beverage,Houston,Million,Texas,0.59,"4,393",5
UDig,IT Services,"Richmond, VA",Million,Virginia,0.59,"4,394",22
Strategic Hardware,IT Services,"Spokane-Spokane Valley, WA",Million,Washington,0.59,"4,395",7
eClinicalWorks,Health,"Worcester, MA-CT",Million,Massachusetts,0.59,"4,396",402
Mycological Natural Products,Food & Beverage,"Eugene, OR",Million,Oregon,0.59,"4,397",3
Bowman Consulting Group,Engineering,"Washington, DC",Million,Virginia,0.59,"4,398",78
Infinity Systems Engineering,Government Services,"Colorado Springs, CO",Million,Colorado,0.59,"4,399",31
Informz,Software,"Albany-Schenectady-Troy, NY",Million,New York,0.59,"4,400",13
Web Decisions,Advertising & Marketing,"Greensboro-High Point, NC",Million,North Carolina,0.59,"4,401",9
Vertex Innovations,Telecommunications,Denver,Million,Colorado,0.59,"4,402",8
IT Direct,IT Services,"Hartford-West Hartford-East Hartford, CT",Million,Connecticut,0.59,"4,403",4
Concierge Auctions,Real Estate,New York City,Million,New York,0.59,"4,404",16
ServicEngineBPO,Business Products & Services,Philadelphia,Million,New Jersey,0.59,"4,405",5
Saratech,Software,Los Angeles,Million,California,0.59,"4,406",14
Technology Management Concepts,Business Products & Services,Los Angeles,Million,California,0.59,"4,407",6
The Kingston Group,Construction,Nashville,Million,Tennessee,0.59,"4,408",4
Liberty Pumps,Manufacturing,"Rochester, NY",Million,New York,0.59,"4,409",96
Lewellyn Technology,Engineering,"Indianapolis, IN",Million,Indiana,0.59,"4,410",10
PlayMaker CRM,Software,Nashville,Million,Tennessee,0.59,"4,411",6
OnsiteRIS,IT Services,Atlanta,Million,Georgia,0.59,"4,412",12
JES Construction,Construction,"Virginia Beach-Norfolk-Newport News, VA-NC",Million,Virginia,0.59,"4,413",35
Moguldom Media Group,Media,Miami,Million,Florida,0.59,"4,414",16
THE DAGIT GROUP,Construction,Philadelphia,Million,Pennsylvania,0.59,"4,415",15
Sonoma Partners,IT Services,Chicago,Million,Illinois,0.59,"4,416",27
Noble Studios,Advertising & Marketing,"Reno, NV",Million,Nevada,0.59,"4,417",5
iPROMOTEu,Business Products & Services,Boston,Million,Massachusetts,0.59,"4,418",136
Red Moon Marketing,Advertising & Marketing,Charlotte,Million,North Carolina,0.59,"4,419",9
County Fire Protection,Business Products & Services,"Akron, OH",Million,Ohio,0.59,"4,420",4
Professional Capital Services,Financial Services,Philadelphia,Million,Pennsylvania,0.58,"4,421",11
1SEO.com Digital Agency,Advertising & Marketing,Philadelphia,Million,Pennsylvania,0.58,"4,422",5
Nothing But NET,IT Services,Phoenix,Million,Arizona,0.58,"4,423",2
Educere,Education,Philadelphia,Million,Pennsylvania,0.58,"4,424",5
Divisions Maintenance Group,Business Products & Services,Cincinnati,Million,Kentucky,0.58,"4,425",133
VM Global Partners,Business Products & Services,San Jose,Million,California,0.58,"4,426",5
Entisys360,IT Services,San Francisco,Million,California,0.58,"4,427",92
MedicOne Medical Response,Health,Dallas,Million,Texas,0.58,"4,428",12
VSA Partners,Advertising & Marketing,Chicago,Million,Illinois,0.58,"4,429",74
Diono,Consumer Products & Services,Seattle,Million,Washington,0.58,"4,430",41
Silicon Mechanics,Computer Hardware,Seattle,Million,Washington,0.58,"4,431",58
Storflex,Manufacturing,"Corning, NY",Million,New York,0.58,"4,432",17
PackIt,Consumer Products & Services,Los Angeles,Million,California,0.58,"4,433",17
Christopher Peacock home,Construction,"Bridgeport-Stamford-Norwalk, CT",Million,Connecticut,0.58,"4,434",13
PracticeLink,Health,,Million,West Virginia,0.58,"4,435",11
Nor-Son,Construction,"Brainerd, MN",Million,Minnesota,0.58,"4,436",81
nLogic,Government Services,"Huntsville, AL",Million,Alabama,0.58,"4,437",21
Paycor,Human Resources,Cincinnati,Million,Ohio,0.58,"4,438",144
Staging Concepts,Manufacturing,Minneapolis,Million,Minnesota,0.58,"4,439",38
P&L Technology,IT Services,"Omaha-Council Bluffs, NE-IA",Million,Nebraska,0.58,"4,440",5
TempWorks,Software,Minneapolis,Million,Minnesota,0.58,"4,441",19
Timmons Group,Engineering,"Richmond, VA",Million,Virginia,0.58,"4,442",56
CS3 Technology,Business Products & Services,"Tulsa, OK",Million,Oklahoma,0.58,"4,443",3
ZAK Products,Business Products & Services,Dallas,Million,Texas,0.58,"4,444",31
4th Source,IT Services,Tampa,Million,Florida,0.58,"4,445",25
Smarsh,Software,"Portland, OR",Million,Oregon,0.58,"4,446",42
Grand Equipment,Construction,"Grand Rapids-Wyoming, MI",Million,Michigan,0.58,"4,447",34
Atrion,IT Services,"Providence-Warwick, RI-MA",Million,Rhode Island,0.58,"4,448",120
Sullivan,Advertising & Marketing,New York City,Million,New York,0.58,"4,449",17
